Date,reliance,adani
########,2646.8,3030.65
########,2639.75,3134.65
########,2632.05,3066.35
########,2618,3139.55
########,2597.65,3142.6
########,2637.95,3194.35
9/1/2022,2560.4,3233.25
9/2/2022,2530.5,3355.8
9/5/2022,2569.8,3346.55
9/6/2022,2596.85,3435.8
9/7/2022,2581.75,3473.75
9/8/2022,2585.4,3462.8
9/9/2022,2569.3,3451.2
########,2598.05,3463.8
########,2619.75,3555.8
########,2588.35,3572.1
########,2562.7,3748.7
########,2499.2,3702.2
########,2502.45,3778.65
########,2502.85,3834.55
########,2509.75,3640.1
########,2486.1,3716.3
########,2439.5,3674.3
########,2377.35,3586.2
########,2396.25,3559.1
########,2332.45,3548.75
########,2325.3,3470.7
########,2377.75,3455.75
########,2369.5,3157.3
########,2413.2,3237.7
########,2422.1,3285
########,2432.35,3277.6
########,2405.8,3246.25
########,2357.9,3273.95
########,2375.25,3223.65
########,2382.8,3233.65
########,2370.7,3209.5
########,2408.75,3212.6
########,2451.25,3284.3
########,2493.9,3277.25
########,2500.6,3357.1
########,2471.6,3311.9
########,2479.85,3309.8
########,2441.55,3300.5
########,2451.15,3325
########,2526.15,3323.3
########,2549.6,3347.45
########,2529.85,3575.7
########,2545.65,3580.7
########,2555.15,3590.4
########,2592.75,3833.25
########,2606.6,3960.6
########,2604,3997.2
########,2572.5,3992.25
########,2631.8,4008.85
########,2619.05,4022.55
########,2607.3,4057.8
########,2592.35,3956.6
########,2599.05,4018.15
########,2597.65,4019.8
########,2550.9,4001.85
########,2565.05,4034
########,2557.05,3903.3
########,2579.1,3921.1
########,2617.6,3901.1
########,2707.55,3886.15
########,2712.2,3878.4
########,2731.35,3917.9
########,2723.3,3915.1
########,2722.15,3922.5
########,2682.45,3930.4
########,2690.2,4031.8
########,2650.5,3999.3
########,2649.25,4025
########,2609.1,3996.8
########,2613.1,4016.7
########,2625,4060.2
########,2615.5,4055.8
########,2578.35,4043.75
########,2565.6,3980.8
########,2599.3,4075.3
########,2621.8,4165.3
########,2584.5,3901.95
########,2577.8,3868.55
########,2502.2,3642.2
########,2524.05,3716.75
########,2544.7,3769.65
########,2544.45,3797.7
########,2543.3,3810.6
########,2547.2,3858.35
1/2/2023,2575.9,3841.2
1/3/2023,2557.05,3830.95
1/4/2023,2518.55,3827.05
1/5/2023,2514.05,3829.8
1/6/2023,2536.9,3824.25
1/9/2023,2596.8,3855.3
########,2558.4,3646.9
########,2526.15,3635.8
########,2471.6,3647.2
########,2467.6,3721.15
########,2444.1,3619.8
########,2478.8,3639.35
########,2474.7,3596.7
########,2472.05,3463.55
########,2442.65,3456.15
########,2430.3,3436.35
########,2415.95,3442
########,2382.55,3388.95
########,2337.35,2761.45
########,2359.75,2892.85
########,2353.85,2973.9
2/1/2023,2339.9,2135.35
2/2/2023,2326.95,1565.25
2/3/2023,2329,1586.8
